game_pk,game_date,season,home_team,away_team,home_win,elo_home_win_prob,bayesian_kalman_prob,gbm_ensemble_prob,monte_carlo_prob,meta_learner_prob
20150409004,2015-04-09,2015,OAK,TEX,0,0.5803780307106129,0.599763679062603,0.5408430089628997,0.53555,0.5641229952754978
20150409005,2015-04-09,2015,CIN,PIT,1,0.5105930244372555,0.4470111196380203,0.40291153950604636,0.5857,0.4491854494322631
20150409006,2015-04-09,2015,PHI,BOS,0,0.5214939116091083,0.5380112392299246,0.4576671781264918,0.50445,0.45818466149619796
20150409007,2015-04-09,2015,SDP,SFG,0,0.507708820164209,0.493439247967808,0.47069959637476205,0.50775,0.48061364926688305
20150409008,2015-04-09,2015,WSN,NYM,0,0.5871408153052072,0.648299745782789,0.5320700895363834,0.5574,0.5645950590386779
20150410000,2015-04-10,2015,LAA,KCR,0,0.5508145704826726,0.5763162112548048,0.520454840721233,0.5654,0.5214507365686256
20150410001,2015-04-10,2015,BAL,TOR,0,0.5798192547173996,0.6282692472917959,0.513278626362638,0.50365,0.5404448432440365
20150410002,2015-04-10,2015,CHW,MIN,0,0.5416072724208382,0.5454892207492344,0.4073006369747267,0.54565,0.45089687501460424
20150410003,2015-04-10,2015,CLE,DET,0,0.5191393684157671,0.5193646466767737,0.6685502957802703,0.4607,0.625288187244936
20150410004,2015-04-10,2015,NYY,BOS,0,0.5548507916832325,0.5991356673792917,0.5823611229864872,0.54355,0.5785668560362787
20150410005,2015-04-10,2015,OAK,SEA,1,0.5450699058962009,0.5130660898998112,0.4265369724585662,0.59925,0.46048763061465287
20150410006,2015-04-10,2015,TEX,HOU,0,0.5610274758763694,0.5534015563546387,0.3866259786282798,0.64195,0.42994514285493485
20150410007,2015-04-10,2015,ARI,LAD,1,0.4399558460996636,0.33549763455614795,0.512548860430102,0.48655,0.4636304383911939
20150410008,2015-04-10,2015,ATL,NYM,1,0.5417180695255769,0.5153143389258812,0.4212137584833246,0.5916,0.45047607546059876
20150410009,2015-04-10,2015,CIN,STL,1,0.5017859832551401,0.44404280852550826,0.31916716892839675,0.4954,0.3582280949745514
20150410010,2015-04-10,2015,COL,CHC,1,0.5222422741969165,0.487579985819937,0.4175605066577461,0.55325,0.4420397152123899
20150410011,2015-04-10,2015,MIA,TBR,1,0.498676647877718,0.517507141125567,0.5442193301614524,0.44375,0.5017389653027143
20150410012,2015-04-10,2015,MIL,PIT,0,0.4961788342375393,0.4654241186053713,0.47551396540625407,0.55975,0.4785219552537875
20150410013,2015-04-10,2015,PHI,WSN,1,0.4634265974054525,0.3879778654349024,0.3400254687697597,0.51785,0.3344365316345345
20150410014,2015-04-10,2015,SDP,SFG,1,0.5018642089847231,0.493439247967808,0.5201145715474068,0.4893,0.5229683476353124
20150411000,2015-04-11,2015,LAA,KCR,0,0.544530819446033,0.5763162112548048,0.5521551401362511,0.5573,0.5673387232340307
20150411001,2015-04-11,2015,BAL,TOR,1,0.5733004525104558,0.6282692472917959,0.6094040748590136,0.50365,0.6013579312706819
20150411002,2015-04-11,2015,CHW,MIN,1,0.5354088556635744,0.5454892207492344,0.5160333689715711,0.5434,0.5169025348721077
20150411003,2015-04-11,2015,CLE,DET,0,0.5131688692525535,0.5193646466767737,0.484843997435926,0.44825,0.4790298710802916
20150411004,2015-04-11,2015,NYY,BOS,0,0.5485311990861135,0.5991356673792917,0.48823849949637155,0.54485,0.504156348934306
20150411005,2015-04-11,2015,OAK,SEA,0,0.5502598366269128,0.5130660898998112,0.49587498591698126,0.6092,0.5174582478945625
20150411006,2015-04-11,2015,TEX,HOU,1,0.5546549406332024,0.5534015563546387,0.5900487420715966,0.6379,0.5971230063064741
20150411007,2015-04-11,2015,ARI,LAD,1,0.44632011289279366,0.33549763455614795,0.303552420272783,0.48155,0.28966595145934404
20150411008,2015-04-11,2015,ATL,NYM,1,0.5469527023543029,0.5153143389258812,0.5030899455217582,0.5979,0.5256904756414009
20150411009,2015-04-11,2015,CIN,STL,0,0.5075213241838837,0.44404280852550826,0.5026050997070811,0.50235,0.5148803016858882
20150411010,2015-04-11,2015,COL,CHC,0,0.5277288741003855,0.487579985819937,0.32867561267898465,0.564,0.3754701521292329
20150411011,2015-04-11,2015,MIA,TBR,0,0.5044482298187732,0.517507141125567,0.37464515654070274,0.4383,0.3571196094237165
20150411012,2015-04-11,2015,MIL,PIT,1,0.4904674475031618,0.4654241186053713,0.4303156813497016,0.55275,0.4341352563563521
20150411013,2015-04-11,2015,PHI,WSN,1,0.4695763138142918,0.3879778654349024,0.5413910626900019,0.5151,0.5293485669612197
20150411014,2015-04-11,2015,SDP,SFG,1,0.507598635696512,0.493439247967808,0.39553544611940916,0.49125,0.3972702973924973
20150412000,2015-04-12,2015,LAA,KCR,0,0.5383047765938932,0.5763162112548048,0.5210147051636868,0.56845,0.5164034579330884
20150412001,2015-04-12,2015,BAL,TOR,0,0.5781003656283785,0.6282692472917959,0.48544472674418127,0.50925,0.5220257126724835
20150412002,2015-04-12,2015,CHW,MIN,1,0.5407265964186643,0.5454892207492344,0.6331081163125386,0.55355,0.6390814665013803
20150412003,2015-04-12,2015,CLE,DET,0,0.5072633247522478,0.5193646466767737,0.34687030424781,0.4637,0.3640042124704314
20150412004,2015-04-12,2015,NYY,BOS,1,0.5422681509891015,0.5991356673792917,0.41916733730521827,0.54145,0.4357337801913753
20150412005,2015-04-12,2015,OAK,SEA,0,0.5439810860414492,0.5130660898998112,0.573732362162969,0.6035,0.5654159416235912
20150412006,2015-04-12,2015,TEX,HOU,0,0.5597150508657477,0.5534015563546387,0.417700712073694,0.64035,0.45843784782076674
20150412007,2015-04-12,2015,ARI,LAD,0,0.4526294042515491,0.33549763455614795,0.36666209539373523,0.48735,0.3666841163551654
20150412008,2015-04-12,2015,ATL,NYM,0,0.5521173602410822,0.5153143389258812,0.47334250203022754,0.588,0.5134910404159811
20150412009,2015-04-12,2015,CIN,STL,0,0.5016788293180224,0.44404280852550826,0.4376670355457872,0.5107,0.4577554282785197
20150412010,2015-04-12,2015,COL,CHC,0,0.5216680685715072,0.487579985819937,0.4285583070276789,0.5591,0.4767498337456055
20150412011,2015-04-12,2015,MIA,TBR,0,0.4986406735384305,0.517507141125567,0.49218449291667055,0.4463,0.4800225749258054
20150412012,2015-04-12,2015,MIL,PIT,0,0.496332567202107,0.4654241186053713,0.38849544485750487,0.54995,0.41524919887155287
20150412013,2015-04-12,2015,PHI,WSN,0,0.4756646594354884,0.3879778654349024,0.3233743981274612,0.51155,0.304528799948901
20150412014,2015-04-12,2015,SDP,SFG,1,0.513265083296378,0.493439247967808,0.5473081901089979,0.49215,0.5501694943039831
20150413000,2015-04-13,2015,BAL,NYY,0,0.5728779953135555,0.6131345780571894,0.4043871053650055,0.44995,0.44906096324959244
20150413001,2015-04-13,2015,BOS,WSN,1,0.4895188681678207,0.38979855827306986,0.3876313522974386,0.5311,0.4154254209923821
20150413002,2015-04-13,2015,HOU,OAK,0,0.47547132706076517,0.4653295878035934,0.44902131918183047,0.3968,0.43455236056628904
20150413003,2015-04-13,2015,MIN,KCR,0,0.4430676034793061,0.42760732573405663,0.46241580696175527,0.5034,0.4321232977669599
20150413004,2015-04-13,2015,TEX,LAA,0,0.468612057960762,0.40305746939946774,0.4050371860193808,0.5233,0.433581480460855
20150413005,2015-04-13,2015,TOR,TBR,0,0.5392397655013681,0.5539560620770789,0.3866398432627441,0.4686,0.4247851765783482
20150413006,2015-04-13,2015,ATL,MIA,1,0.5769599566779985,0.5465891609761105,0.4320541479174536,0.60395,0.5076394405290751
20150413007,2015-04-13,2015,CHC,CIN,1,0.5135069409637122,0.541329362219461,0.6387079706305813,0.4366,0.6077292821399787
20150413008,2015-04-13,2015,LAD,SEA,1,0.5660120253598444,0.596948865520085,0.43286758306101025,0.58125,0.4468057051269511
20150413009,2015-04-13,2015,NYM,PHI,1,0.5533002983166713,0.5803587486228281,0.6700661138216987,0.4917,0.6654296862916571
20150413010,2015-04-13,2015,PIT,DET,1,0.5128581765561788,0.5421587900132542,0.653387636480745,0.45065,0.6305810234142311
20150413011,2015-04-13,2015,SDP,ARI,0,0.573346721911524,0.6392631039506605,0.6258170706578869,0.51955,0.6271744477172058
20150413012,2015-04-13,2015,SFG,COL,0,0.5835407786712538,0.6524562218716488,0.6839015753609216,0.54945,0.6725022106575586
20150413013,2015-04-13,2015,STL,MIL,0,0.592003646564159,0.6155116812187831,0.6354538879515511,0.57695,0.685737661848697
20150414000,2015-04-14,2015,BAL,NYY,1,0.5664105581534143,0.6131345780571894,0.5134680813281295,0.45515,0.5220837952556485
20150414001,2015-04-14,2015,BOS,WSN,1,0.4953945938910493,0.38979855827306986,0.3548141407465742,0.5247,0.3694812686616233
20150414002,2015-04-14,2015,CLE,CHW,0,0.5846194724287805,0.6316735453480671,0.5851307574908152,0.51175,0.5935424036088579
20150414003,2015-04-14,2015,HOU,OAK,0,0.47001358251585174,0.4653295878035934,0.45237541390245983,0.39665,0.43221527723826914
20150414004,2015-04-14,2015,TEX,LAA,1,0.46324206760336334,0.40305746939946774,0.4309465178273138,0.52685,0.43306956925643947
20150414005,2015-04-14,2015,TOR,TBR,0,0.5330640743542892,0.5539560620770789,0.5439547613521319,0.46685,0.5312546997331272
20150414006,2015-04-14,2015,ATL,MIA,0,0.5817077281768258,0.5465891609761105,0.5012950240840073,0.61195,0.5596463259214838
20150414007,2015-04-14,2015,CHC,CIN,0,0.5191018854947487,0.541329362219461,0.6232517151334075,0.4319,0.6020758942779315
20150414008,2015-04-14,2015,LAD,SEA,1,0.5709147789292197,0.596948865520085,0.385508943697509,0.57995,0.44991715587609615
20150414009,2015-04-14,2015,NYM,PHI,1,0.5583789287610545,0.5803587486228281,0.683796333671853,0.4991,0.6785709070190817
20150414010,2015-04-14,2015,PIT,DET,0,0.5184610468910914,0.5421587900132542,0.6727881853703246,0.45005,0.6366169571004783
20150414011,2015-04-14,2015,SDP,ARI,1,0.566875713619055,0.6392631039506605,0.5793997254503526,0.51895,0.5671887322635042
20150414012,2015-04-14,2015,SFG,COL,0,0.5769957699904826,0.6524562218716488,0.5675698213771287,0.55415,0.5675661792001666
20150415000,2015-04-15,2015,BAL,NYY,1,0.5713077152271311,0.6131345780571894,0.42006738622455925,0.45795,0.45713209381642006
20150415001,2015-04-15,2015,BOS,WSN,0,0.5012039444488641,0.38979855827306986,0.35829305252479826,0.53315,0.39464169307390645
20150415002,2015-04-15,2015,CLE,CHW,1,0.5780670385143234,0.6316735453480671,0.5661338851341654,0.5095,0.5748350262159644
20150415003,2015-04-15,2015,HOU,OAK,1,0.46462552105806476,0.4653295878035934,0.5637741648379261,0.39295,0.5247912854404517
20150415004,2015-04-15,2015,MIN,KCR,1,0.43803876232235195,0.42760732573405663,0.5114135592399766,0.49885,0.45996459701835224
20150415005,2015-04-15,2015,TEX,LAA,0,0.4693935994749429,0.40305746939946774,0.27565243190503336,0.53435,0.31502032911479627
20150415006,2015-04-15,2015,TOR,TBR,1,0.5269491279477085,0.5539560620770789,0.4610314367017912,0.4702,0.46998826955017126
20150415007,2015-04-15,2015,ATL,MIA,0,0.5751755109403117,0.5465891609761105,0.4262195413059122,0.60835,0.4760841261821188
20150415008,2015-04-15,2015,CHC,CIN,1,0.5131317853097732,0.541329362219461,0.5994544688214692,0.4286,0.5760484237099787
20150415009,2015-04-15,2015,LAD,SEA,1,0.5757485030709464,0.596948865520085,0.49378915909114607,0.58045,0.5367849287341301
20150415010,2015-04-15,2015,NYM,PHI,1,0.5633878476715551,0.5803587486228281,0.6046341611356641,0.50425,0.6042276666598434
20150415011,2015-04-15,2015,PIT,DET,0,0.5124978320832616,0.5421587900132542,0.6840670830791078,0.44965,0.6364308538011114
20150415012,2015-04-15,2015,SDP,ARI,1,0.5717663467329822,0.6392631039506605,0.6344123109050106,0.51515,0.6218009199913765
20150415013,2015-04-15,2015,SFG,COL,0,0.5704974704887704,0.6524562218716488,0.659440119149193,0.55085,0.6506629463249131
20150415014,2015-04-15,2015,STL,MIL,1,0.5854025780472346,0.6155116812187831,0.6454013919359044,0.5699,0.6569419606841752
20150416000,2015-04-16,2015,MIN,KCR,1,0.44441910414898067,0.42760732573405663,0.5297570430225111,0.4997,0.47939439570618436
20150416001,2015-04-16,2015,TOR,TBR,0,0.5323761055804289,0.5539560620770789,0.35288014542333884,0.4658,0.38519128583651274
20150416002,2015-04-16,2015,NYM,MIA,1,0.5691215586492311,0.5709240578036349,0.5414908974269002,0.5435,0.5700850144771189
20150416003,2015-04-16,2015,SFG,ARI,0,0.580532433350714,0.681008809224315,0.7144465781085364,0.5595,0.6940121456079718
20150416004,2015-04-16,2015,STL,MIL,1,0.5900288627503972,0.6155116812187831,0.5443355704620113,0.5704,0.5806760803878032
20150416005,2015-04-16,2015,WSN,PHI,1,0.6021206054061009,0.6847785641766898,0.48498821080735083,0.53175,0.5112394667500848
20150417000,2015-04-17,2015,BOS,BAL,1,0.4838742509931896,0.40555478704370884,0.4847304613900441,0.55925,0.4759177609255774
20150417001,2015-04-17,2015,DET,CHW,1,0.6184565163229497,0.6506518503773738,0.6552986594752466,0.5713,0.6765373479974552
20150417002,2015-04-17,2015,HOU,LAA,0,0.44510367661331274,0.3900348537415727,0.46287521702243345,0.4091,0.4469427062308414
20150417003,2015-04-17,2015,KCR,OAK,1,0.5563113332939493,0.5794685355992134,0.3540743956495793,0.46545,0.383245040110243
20150417004,2015-04-17,2015,MIN,CLE,1,0.47690572094044553,0.43982692942294327,0.4110512770993005,0.5139,0.40702050480851
20150417005,2015-04-17,2015,SEA,TEX,0,0.5658287598293544,0.6253230651835855,0.5689486266889107,0.4577,0.5743103568448491
20150417006,2015-04-17,2015,TBR,NYY,0,0.5391680250462956,0.5097589236445175,0.5978826331150543,0.51855,0.5786731754807837
20150417007,2015-04-17,2015,TOR,ATL,0,0.5355717745796895,0.5694755927260803,0.5891304632094215,0.46565,0.561853598387828
20150417008,2015-04-17,2015,CHC,SDP,0,0.520221958825364,0.5215070675552771,0.591970496723221,0.48945,0.5743824715370567
20150417009,2015-04-17,2015,LAD,COL,1,0.6120956194287386,0.705757032225211,0.6759357542006593,0.5584,0.7371845144080719
20150417010,2015-04-17,2015,NYM,MIA,1,0.5739806015048242,0.5709240578036349,0.4586242749386307,0.5466,0.5118681197469203
20150417011,2015-04-17,2015,PIT,MIL,1,0.5760723121640666,0.612664115392034,0.5903348289655925,0.4928,0.5994440164379278
20150417012,2015-04-17,2015,SFG,ARI,0,0.5740085366403846,0.681008809224315,0.6566512702402055,0.54685,0.6127357184786038
20150417013,2015-04-17,2015,STL,CIN,1,0.5765222020566795,0.6329214172844989,0.6305775241080153,0.53815,0.6027295961013311
20150417014,2015-04-17,2015,WSN,PHI,1,0.6065019588912604,0.6847785641766898,0.7123989706553268,0.5287,0.7366930169972992
20150418000,2015-04-18,2015,BOS,BAL,0,0.48981218583428676,0.40555478704370884,0.6128397333799639,0.5627,0.5994115150955631
20150418001,2015-04-18,2015,DET,CHW,0,0.6225939302517277,0.6506518503773738,0.33210660950398585,0.566,0.41197966347682513
20150418002,2015-04-18,2015,HOU,LAA,1,0.44004687641039897,0.3900348537415727,0.5257309289192184,0.40965,0.5007930828508906
20150418003,2015-04-18,2015,KCR,OAK,0,0.5613487264305677,0.5794685355992134,0.49915237575048677,0.4624,0.5179621995764161
20150418004,2015-04-18,2015,MIN,CLE,0,0.4829182714377498,0.43982692942294327,0.3861586540103321,0.5122,0.3953447184983856
20150418005,2015-04-18,2015,SEA,TEX,1,0.5594166967744467,0.6253230651835855,0.5719733182781003,0.44815,0.5706098221147419
20150418006,2015-04-18,2015,TBR,NYY,0,0.5329930270302032,0.5097589236445175,0.5515417891060805,0.51935,0.5482622867788781
20150418007,2015-04-18,2015,TOR,ATL,1,0.529431909559145,0.5694755927260803,0.5182833281449412,0.4627,0.49807164022597494
20150418008,2015-04-18,2015,CHC,SDP,1,0.5142398670583019,0.5215070675552771,0.5421813595770835,0.48515,0.513939811458959
20150418009,2015-04-18,2015,LAD,COL,1,0.6163284834236021,0.705757032225211,0.6226670379894214,0.556,0.6480437453160498
20150418010,2015-04-18,2015,NYM,MIA,1,0.5787708455830063,0.5709240578036349,0.528695858685105,0.53915,0.5754482192932837
20150418011,2015-04-18,2015,PIT,MIL,1,0.5808327655397753,0.612664115392034,0.6703773192097248,0.48855,0.6570311422985652
20150418012,2015-04-18,2015,SFG,ARI,1,0.5675325086772308,0.681008809224315,0.6545640495923538,0.5529,0.625673431053549
20150418013,2015-04-18,2015,STL,CIN,1,0.5812762247218677,0.6329214172844989,0.7806691550025842,0.5375,0.7687274904565886
20150418014,2015-04-18,2015,WSN,PHI,0,0.6108182796882169,0.6847785641766898,0.6915038166389512,0.5224,0.6824188527650049
20150419000,2015-04-19,2015,BOS,BAL,0,0.48417689036315525,0.40555478704370884,0.58575157933634,0.5673,0.5582561014542158
20150419001,2015-04-19,2015,DET,CHW,1,0.6158336714897031,0.6506518503773738,0.39778977710057695,0.5712,0.44399591212138867
20150419002,2015-04-19,2015,HOU,LAA,1,0.4464103684532498,0.3900348537415727,0.43012067169021356,0.41085,0.41002783608075244
20150419003,2015-04-19,2015,KCR,OAK,1,0.5549735000949437,0.5794685355992134,0.4676339727982765,0.457,0.4870625276021909
20150419004,2015-04-19,2015,MIN,CLE,1,0.47736729606341805,0.43982692942294327,0.5954036184224455,0.5135,0.5767371067165703
20150419005,2015-04-19,2015,SEA,TEX,1,0.564411276845952,0.6253230651835855,0.5818317708025679,0.4467,0.5736327675011773
20150419006,2015-04-19,2015,TBR,NYY,0,0.526878791271572,0.5097589236445175,0.35890594344622007,0.5191,0.39411564359377904
20150419007,2015-04-19,2015,TOR,ATL,0,0.5348271012249871,0.5694755927260803,0.4965696636864143,0.46755,0.4798653950712734
20150419008,2015-04-19,2015,CHC,SDP,0,0.5198258370265934,0.5215070675552771,0.5972173823794537,0.48345,0.5809544587042221
20150419009,2015-04-19,2015,LAD,COL,1,0.620497880349788,0.705757032225211,0.48541390871038476,0.5636,0.5429940443425719
20150419010,2015-04-19,2015,NYM,MIA,1,0.5834927010212173,0.5709240578036349,0.6603909456750555,0.54485,0.6607829122439394
20150419011,2015-04-19,2015,PIT,MIL,1,0.5855250103439348,0.612664115392034,0.6883664669910461,0.49155,0.692174855124007
20150419012,2015-04-19,2015,SFG,ARI,0,0.5724139212435044,0.681008809224315,0.6537502058114159,0.55415,0.6096020303063876
20150419013,2015-04-19,2015,STL,CIN,1,0.5859620946856087,0.6329214172844989,0.6363780572452189,0.5353,0.6676078463266938
20150419014,2015-04-19,2015,WSN,PHI,1,0.6041109534402498,0.6847785641766898,0.7074439808251135,0.5237,0.7177123779092789
20150420000,2015-04-20,2015,LAA,OAK,0,0.5581595170753157,0.6149721126029879,0.5576831218362335,0.50905,0.5557355197068856
20150420001,2015-04-20,2015,BOS,BAL,1,0.47861037246505905,0.40555478704370884,0.47010329986479354,0.56525,0.45741245338188363
20150420002,2015-04-20,2015,CHW,CLE,1,0.48792731083374075,0.4453682113176147,0.47103018116913375,0.53755,0.472312923331224
20150420003,2015-04-20,2015,DET,NYY,1,0.5661990078839478,0.5726979373803681,0.4935928082101868,0.50855,0.516152670536443
20150420004,2015-04-20,2015,KCR,MIN,1,0.615040438172241,0.6483102432435678,0.5369161616872233,0.53825,0.5768637068218422
20150420005,2015-04-20,2015,SEA,HOU,0,0.5824613751242849,0.6379848091131862,0.5764401006589043,0.57635,0.5907898106578162
20150420006,2015-04-20,2015,COL,SDP,0,0.4989027765160564,0.4691370635552439,0.6374627691383307,0.51975,0.604244004329267
20150420007,2015-04-20,2015,MIL,CIN,0,0.5159127896521035,0.5582911901012483,0.5275591224069123,0.49605,0.4894357955491495
20150420008,2015-04-20,2015,PIT,CHC,0,0.5834938857709444,0.6287968896437726,0.4949107842714759,0.5423,0.5111161937639274
20150421000,2015-04-21,2015,LAA,OAK,1,0.5518112704257148,0.6149721126029879,0.5534902691364376,0.49845,0.5431841686703037
20150421001,2015-04-21,2015,CHW,CLE,0,0.49382073450899067,0.4453682113176147,0.4003059430248821,0.5281,0.3887478006515878
20150421002,2015-04-21,2015,DET,NYY,0,0.5710991358899041,0.5726979373803681,0.41695421489296774,0.5072,0.44698382721147506
20150421003,2015-04-21,2015,KCR,MIN,1,0.6192291745352143,0.6483102432435678,0.5377766283381601,0.5357,0.5755637103029226
20150421004,2015-04-21,2015,SEA,HOU,0,0.5759238707703133,0.6379848091131862,0.491730086069869,0.57355,0.5196125926738999
20150421005,2015-04-21,2015,TBR,BOS,0,0.5380802962209432,0.5697682463634923,0.6155317491205179,0.54175,0.6025077810313657
20150421006,2015-04-21,2015,TOR,BAL,1,0.48572471007234624,0.4489784561631965,0.5560829140145084,0.53765,0.5204406638388466
20150421007,2015-04-21,2015,ARI,TEX,0,0.5257787914721299,0.4754070509835831,0.6083700615529839,0.4813,0.5878090238534597
20150421008,2015-04-21,2015,COL,SDP,0,0.4931593708809723,0.4691370635552439,0.42403637121575727,0.5256,0.4041806844531937
20150421009,2015-04-21,2015,MIL,CIN,0,0.5099771742409734,0.5582911901012483,0.6408969077664076,0.48435,0.609603983918789
20150421010,2015-04-21,2015,NYM,ATL,1,0.5411866165640589,0.5643224685717011,0.5363212114007965,0.45325,0.5220563082474573
20150421011,2015-04-21,2015,PHI,MIA,1,0.5416881388764473,0.5303068061220719,0.44496517979539935,0.57195,0.46718410993626236
20150421012,2015-04-21,2015,PIT,CHC,0,0.5769492023429554,0.6287968896437726,0.6641335794403377,0.5405,0.6541802219171424
20150421013,2015-04-21,2015,SFG,LAD,1,0.47086379031920583,0.4787598459727859,0.4434484353092456,0.52055,0.427414877381146
20150421014,2015-04-21,2015,WSN,STL,1,0.5296526537546806,0.5920325861615257,0.5618866847036391,0.4889,0.5542490174087896
20150422000,2015-04-22,2015,LAA,OAK,0,0.5569101963434896,0.6149721126029879,0.4311939916384771,0.49745,0.4520793058250173
20150422001,2015-04-22,2015,CHW,CLE,1,0.4881373231623872,0.4453682113176147,0.4224341202357826,0.53825,0.41483353004122553
20150422002,2015-04-22,2015,DET,NYY,0,0.5646453657009671,0.5726979373803681,0.7033795140915374,0.507,0.6754881069272844
